order_id,customer_id,restaurant_name,food_item,category,order_time,delivery_time,delivery_area,order_status,rating,review,order_value,delivery_partner,order_date,order_hour,order_day,order_day_name,order_day_of_week,is_weekend,peak_hour_label,delivery_delay,clean_review,clean_review_no_stop,sentiment_polarity,sentiment_subjectivity,sentiment_category
OD10844,CUST3328,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-04-27 20:04:21,46.0,Whitefield,Delivered,2.0,The item delivered was incorrect and lukewarm.,410,DP_140,2026-04-27,20,Monday,Monday,0,0,Dinner Peak,16.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10845,CUST2245,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-24 21:50:33,53.0,Whitefield,Delivered,4.0,Overall great experience. Prompt service.,250,DP_195,2026-05-24,21,Sunday,Sunday,6,1,Dinner Peak,23.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10846,CUST3040,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-04-28 17:33:15,,Whitefield,Cancelled,,Delivery partner could not be assigned due to heavy rain,170,DP_133,2026-04-28,17,Tuesday,Tuesday,1,0,Off-Peak,,delivery partner could not be assigned due to heavy rain,could assigned due heavy rain,-0.1625,0.4375,Negative
OD10847,CUST3413,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-16 13:17:05,58.0,Whitefield,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",340,DP_194,2026-05-16,13,Saturday,Saturday,5,1,Lunch Peak,28.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD10848,CUST2500,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-22 07:50:40,28.0,Koramangala,Delivered,4.0,Good taste and neat packaging.,380,DP_126,2026-05-22,7,Friday,Friday,4,1,Off-Peak,0.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10849,CUST3111,Tandoori Nights,Paneer Tikka,North Indian,2026-05-15 16:57:07,31.0,Malleshwaram,Delivered,4.0,Satisfied with the delivery speed and quality.,320,DP_200,2026-05-15,16,Friday,Friday,4,1,Off-Peak,1.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10850,CUST2002,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-07 18:32:18,26.0,Jayanagar,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",470,DP_134,2026-05-07,18,Thursday,Thursday,3,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10851,CUST3150,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-02 18:20:57,,Malleshwaram,Cancelled,,Delivery partner could not be assigned due to heavy rain,190,DP_164,2026-05-02,18,Saturday,Saturday,5,1,Off-Peak,,delivery partner could not be assigned due to heavy rain,could assigned due heavy rain,-0.1625,0.4375,Negative
OD10852,CUST2367,The Golden Dosa,Onion Uttapam,South Indian,2026-05-11 14:43:34,43.0,Hsr Layout,Delivered,3.0,Prompt delivery but taste was average.,150,DP_125,2026-05-11,14,Monday,Monday,0,0,Lunch Peak,13.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD10853,CUST2626,Burger Bistro,Loaded Nachos,Fast Food,2026-05-03 19:09:20,57.0,Hsr Layout,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,260,DP_125,2026-05-03,19,Sunday,Sunday,6,1,Dinner Peak,27.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD10854,CUST2667,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-05 13:16:30,27.0,Jayanagar,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",240,DP_148,2026-05-05,13,Tuesday,Tuesday,1,0,Lunch Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD10855,CUST2646,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-04-27 20:25:03,67.0,Btm Layout,Delivered,1.0,Worst service! Delivered extremely late and completely cold.,150,DP_146,2026-04-27,20,Monday,Monday,0,0,Dinner Peak,37.0,worst service delivered extremely late and completely cold,worst service extremely late completely cold,-0.6333333333333333,0.8666666666666667,Negative
OD10856,CUST3443,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-08 06:27:50,39.0,Btm Layout,Delivered,4.0,Satisfied with the delivery speed and quality.,330,DP_142,2026-05-08,6,Friday,Friday,4,1,Off-Peak,9.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10857,CUST2562,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-05-20 19:02:49,51.0,Btm Layout,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",160,DP_189,2026-05-20,19,Wednesday,Wednesday,2,0,Dinner Peak,21.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10858,CUST2769,Spice Symphony,Butter Chicken & Naan,North Indian,2026-05-08 17:18:07,30.0,Malleshwaram,Delivered,4.0,Satisfied with the delivery speed and quality.,390,DP_118,2026-05-08,17,Friday,Friday,4,1,Off-Peak,0.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10859,CUST2311,Royal Biryani House,Chicken Tikka Biryani,Biryani & Mughlai,2026-05-11 13:36:34,33.0,Jayanagar,Delivered,5.0,"Amazing food, super fast delivery!",390,DP_172,2026-05-11,13,Monday,Monday,0,0,Lunch Peak,3.0,amazing food super fast delivery,amazing super fast,0.37777777777777777,0.7222222222222222,Positive
OD10860,CUST3433,Burger Bistro,Spicy Paneer Wrap,Fast Food,2026-05-03 12:29:14,38.0,Malleshwaram,Delivered,4.0,Good taste and neat packaging.,410,DP_147,2026-05-03,12,Sunday,Sunday,6,1,Lunch Peak,8.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10861,CUST2288,The Golden Dosa,Onion Uttapam,South Indian,2026-05-23 18:58:32,68.0,Marathahalli,Delivered,1.0,Unprofessional delivery partner. Very bad experience.,180,DP_103,2026-05-23,18,Saturday,Saturday,5,1,Off-Peak,38.0,unprofessional delivery partner very bad experience,unprofessional bad experience,-0.6999999999999998,0.6666666666666666,Negative
OD10862,CUST3104,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-15 09:35:49,23.0,Koramangala,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",120,DP_169,2026-05-15,9,Friday,Friday,4,1,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10863,CUST2391,The Golden Dosa,Onion Uttapam,South Indian,2026-05-25 23:09:41,22.0,Marathahalli,Delivered,5.0,"Delivered way before time, packaging was excellent!",310,DP_110,2026-05-25,23,Monday,Monday,0,0,Off-Peak,0.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD10864,CUST3419,The Salad Bowl,Caesar Salad,Healthy & Salads,2026-05-23 15:00:14,37.0,Marathahalli,Delivered,4.0,Overall great experience. Prompt service.,280,DP_155,2026-05-23,15,Saturday,Saturday,5,1,Off-Peak,7.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10865,CUST3091,Sweet Retreat,Red Velvet Pastry,Desserts,2026-05-19 21:09:12,34.0,Hsr Layout,Delivered,4.0,Good taste and neat packaging.,190,DP_127,2026-05-19,21,Tuesday,Tuesday,1,0,Dinner Peak,4.0,good taste and neat packaging,good taste neat packaging,0.7,0.6000000000000001,Positive
OD10866,CUST2261,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-26 13:13:12,31.0,Jayanagar,Delivered,3.0,Portion size was small for the price.,550,DP_121,2026-05-26,13,Tuesday,Tuesday,1,0,Lunch Peak,1.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10867,CUST2056,Royal Biryani House,Egg Biryani,Biryani & Mughlai,2026-05-24 20:47:13,57.0,Btm Layout,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",310,DP_107,2026-05-24,20,Sunday,Sunday,6,1,Dinner Peak,27.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10868,CUST2256,The Golden Dosa,Idli Vada Combo,South Indian,2026-05-03 11:31:47,37.0,Marathahalli,Delivered,2.0,Taste was disappointing. Packaging was leaked.,120,DP_196,2026-05-03,11,Sunday,Sunday,6,1,Off-Peak,7.0,taste was disappointing packaging was leaked,taste disappointing packaging leaked,-0.6,0.7,Negative
OD10869,CUST2737,Sweet Retreat,Gulab Jamun (4 pcs),Desserts,2026-05-09 20:25:54,44.0,Koramangala,Delivered,2.0,Delivery took almost an hour. Unhappy.,150,DP_146,2026-05-09,20,Saturday,Saturday,5,1,Dinner Peak,14.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10870,CUST2470,The Golden Dosa,Onion Uttapam,South Indian,2026-05-05 20:57:20,,Indiranagar,Cancelled,,Delivery partner could not be assigned due to heavy rain,280,DP_119,2026-05-05,20,Tuesday,Tuesday,1,0,Dinner Peak,,delivery partner could not be assigned due to heavy rain,could assigned due heavy rain,-0.1625,0.4375,Negative
OD10871,CUST2364,Tandoori Nights,Chicken Seekh Kebab,North Indian,2026-05-12 20:03:38,57.0,Whitefield,Delivered,1.0,The food tasted stale and horrible! Threw it in the trash.,340,DP_195,2026-05-12,20,Tuesday,Tuesday,1,0,Dinner Peak,27.0,the food tasted stale and horrible threw it in the trash,tasted stale horrible threw trash,-0.75,0.75,Negative
OD10872,CUST2859,Royal Biryani House,Mutton Biryani,Biryani & Mughlai,2026-05-22 20:23:56,44.0,Koramangala,Delivered,2.0,Delivery took almost an hour. Unhappy.,930,DP_121,2026-05-22,20,Friday,Friday,4,1,Dinner Peak,14.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10873,CUST3274,Burger Bistro,Classic Cheese Burger & Fries,Fast Food,2026-05-12 07:55:09,26.0,Btm Layout,Delivered,4.0,Decent portion size and good taste. Recommended.,280,DP_106,2026-05-12,7,Tuesday,Tuesday,1,0,Off-Peak,0.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10874,CUST2348,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-04-29 10:30:29,25.0,Btm Layout,Delivered,4.0,"Tasty food, standard delivery. Satisfactory.",360,DP_169,2026-04-29,10,Wednesday,Wednesday,2,0,Off-Peak,0.0,tasty food standard delivery satisfactory,tasty standard satisfactory,0.0,0.0,Neutral
OD10875,CUST2002,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-18 19:39:42,47.0,Koramangala,Delivered,3.0,"Food was okay, but delivery took some time.",460,DP_162,2026-05-18,19,Monday,Monday,0,0,Dinner Peak,17.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10876,CUST2293,Wok & Roll,Veg Hakka Noodles,Chinese & Asian,2026-05-16 10:14:16,33.0,Hsr Layout,Delivered,2.0,The item delivered was incorrect and lukewarm.,270,DP_194,2026-05-16,10,Saturday,Saturday,5,1,Off-Peak,3.0,the item delivered was incorrect and lukewarm,item incorrect lukewarm,0.0,0.0,Neutral
OD10877,CUST3210,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-05-01 14:23:42,45.0,Hsr Layout,Delivered,2.0,"Too spicy, couldn't eat it. Disappointed.",190,DP_175,2026-05-01,14,Friday,Friday,4,1,Lunch Peak,15.0,too spicy couldnt eat it disappointed,spicy couldnt eat disappointed,-0.75,0.75,Negative
OD10878,CUST2030,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-07 05:30:30,39.0,Marathahalli,Delivered,2.0,"Not worth the price, portion was very small.",690,DP_125,2026-05-07,5,Thursday,Thursday,3,0,Off-Peak,9.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD10879,CUST2926,Wok & Roll,Chilli Chicken Gravy,Chinese & Asian,2026-05-05 20:32:59,42.0,Marathahalli,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",330,DP_144,2026-05-05,20,Tuesday,Tuesday,1,0,Dinner Peak,12.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10880,CUST2935,The Golden Dosa,Rava Kesari & Dosa Combo,South Indian,2026-05-08 16:01:34,34.0,Hsr Layout,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",190,DP_113,2026-05-08,16,Friday,Friday,4,1,Off-Peak,4.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10881,CUST2606,Royal Biryani House,Veg Hyderabadi Biryani,Biryani & Mughlai,2026-04-29 22:32:11,42.0,Btm Layout,Delivered,3.0,Average food. Nothing special.,330,DP_166,2026-04-29,22,Wednesday,Wednesday,2,0,Dinner Peak,12.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD10882,CUST2407,Burger Bistro,Loaded Nachos,Fast Food,2026-05-13 18:51:34,23.0,Marathahalli,Delivered,3.0,"Food was okay, but delivery took some time.",250,DP_170,2026-05-13,18,Wednesday,Wednesday,2,0,Off-Peak,0.0,food was okay but delivery took some time,okay took time,0.5,0.5,Positive
OD10883,CUST2767,Royal Biryani House,Chicken Dum Biryani,Biryani & Mughlai,2026-05-21 20:34:39,47.0,Btm Layout,Delivered,1.0,Unprofessional delivery partner. Very bad experience.,360,DP_126,2026-05-21,20,Thursday,Thursday,3,0,Dinner Peak,17.0,unprofessional delivery partner very bad experience,unprofessional bad experience,-0.6999999999999998,0.6666666666666666,Negative
OD10884,CUST2799,Cafe Daybreak,Paneer Tikka Sandwich,Continental & Beverages,2026-05-20 22:00:04,42.0,Jayanagar,Delivered,1.0,"Terrible experience, food was completely spilled inside the bag.",430,DP_191,2026-05-20,22,Wednesday,Wednesday,2,0,Dinner Peak,12.0,terrible experience food was completely spilled inside the bag,terrible experience completely spilled inside bag,-0.45,0.7,Negative
OD10885,CUST3217,The Golden Dosa,Masala Dosa with Sambar,South Indian,2026-05-23 12:51:15,55.0,Btm Layout,Delivered,3.0,Portion size was small for the price.,150,DP_121,2026-05-23,12,Saturday,Saturday,5,1,Lunch Peak,25.0,portion size was small for the price,portion size small price,-0.25,0.4,Negative
OD10886,CUST2145,Wok & Roll,Schezwan Noodles,Chinese & Asian,2026-05-20 19:43:09,54.0,Whitefield,Delivered,3.0,The food was decent but arrived a bit cold.,280,DP_157,2026-05-20,19,Wednesday,Wednesday,2,0,Dinner Peak,24.0,the food was decent but arrived a bit cold,decent arrived bit cold,-0.21666666666666667,0.8333333333333333,Negative
OD10887,CUST2241,Cafe Daybreak,Hot Chocolate,Continental & Beverages,2026-05-11 13:07:34,34.0,Malleshwaram,Delivered,3.0,Average food. Nothing special.,220,DP_120,2026-05-11,13,Monday,Monday,0,0,Lunch Peak,4.0,average food nothing special,average nothing special,0.10357142857142858,0.48571428571428565,Positive
OD10888,CUST2782,Bella Italia,Margherita Pizza 10-inch,Italian,2026-05-25 20:55:50,34.0,Malleshwaram,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",430,DP_198,2026-05-25,20,Monday,Monday,0,0,Dinner Peak,4.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10889,CUST3236,Tandoori Nights,Malai Kofta & Lachha Paratha,North Indian,2026-05-10 16:40:06,40.0,Jayanagar,Delivered,4.0,Overall great experience. Prompt service.,380,DP_193,2026-05-10,16,Sunday,Sunday,6,1,Off-Peak,10.0,overall great experience prompt service,overall great experience prompt service,0.4,0.375,Positive
OD10890,CUST2860,Bella Italia,Veg Arrabiata Penne Pasta,Italian,2026-05-12 13:31:14,55.0,Btm Layout,Delivered,2.0,"Not worth the price, portion was very small.",330,DP_186,2026-05-12,13,Tuesday,Tuesday,1,0,Lunch Peak,25.0,not worth the price portion was very small,worth price portion small,0.024999999999999994,0.25,Neutral
OD10891,CUST3149,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-04-30 19:50:41,53.0,Koramangala,Delivered,3.0,Prompt delivery but taste was average.,410,DP_174,2026-04-30,19,Thursday,Thursday,3,0,Dinner Peak,23.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
OD10892,CUST3378,Tandoori Nights,Tandoori Roti Combo,North Indian,2026-05-22 17:29:36,37.0,Indiranagar,Delivered,5.0,"Delivered way before time, packaging was excellent!",380,DP_152,2026-05-22,17,Friday,Friday,4,1,Off-Peak,7.0,delivered way before time packaging was excellent,way time packaging excellent,1.0,1.0,Positive
OD10893,CUST2371,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-20 17:57:16,26.0,Marathahalli,Delivered,2.0,Delivery took almost an hour. Unhappy.,330,DP_188,2026-05-20,17,Wednesday,Wednesday,2,0,Off-Peak,0.0,delivery took almost an hour unhappy,took almost hour unhappy,-0.6,0.9,Negative
OD10894,CUST2914,Spice Symphony,Dal Makhani with Jeera Rice,North Indian,2026-05-02 12:49:55,57.0,Marathahalli,Delivered,1.0,Unprofessional delivery partner. Very bad experience.,320,DP_195,2026-05-02,12,Saturday,Saturday,5,1,Lunch Peak,27.0,unprofessional delivery partner very bad experience,unprofessional bad experience,-0.6999999999999998,0.6666666666666666,Negative
OD10895,CUST2721,Tandoori Nights,Butter Chicken Combo Meal,North Indian,2026-05-06 10:46:05,27.0,Btm Layout,Delivered,5.0,Best meal ever. Highly recommended!,390,DP_141,2026-05-06,10,Wednesday,Wednesday,2,0,Off-Peak,0.0,best meal ever highly recommended,best meal ever highly recommended,0.58,0.42000000000000004,Positive
OD10896,CUST2415,Bella Italia,Farmhouse Veg Pizza,Italian,2026-05-21 12:10:20,40.0,Indiranagar,Delivered,4.0,Decent portion size and good taste. Recommended.,470,DP_115,2026-05-21,12,Thursday,Thursday,3,0,Lunch Peak,10.0,decent portion size and good taste recommended,decent portion size good taste recommended,0.4333333333333333,0.6333333333333333,Positive
OD10897,CUST2607,Cafe Daybreak,Classic Cold Coffee,Continental & Beverages,2026-04-29 20:58:56,39.0,Btm Layout,Delivered,4.0,Satisfied with the delivery speed and quality.,170,DP_134,2026-04-29,20,Wednesday,Wednesday,2,0,Dinner Peak,9.0,satisfied with the delivery speed and quality,satisfied speed quality,0.5,1.0,Positive
OD10898,CUST2213,Bella Italia,Garlic Bread with Cheese,Italian,2026-05-04 17:02:15,19.0,Hsr Layout,Delivered,5.0,"Perfect taste, clean packaging, and polite delivery partner.",170,DP_186,2026-05-04,17,Monday,Monday,0,0,Off-Peak,0.0,perfect taste clean packaging and polite delivery partner,perfect taste clean packaging polite,0.6833333333333333,0.8500000000000001,Positive
OD10899,CUST2449,Wok & Roll,Chicken Fried Rice & Manchurian,Chinese & Asian,2026-05-06 13:01:54,32.0,Malleshwaram,Delivered,3.0,Prompt delivery but taste was average.,320,DP_157,2026-05-06,13,Wednesday,Wednesday,2,0,Lunch Peak,2.0,prompt delivery but taste was average,prompt taste average,-0.15,0.39999999999999997,Negative
